id,username,text,sentimen,label
690,M Bad.,korea selatan lebih banyak belum ada lockdown la belum banyak udah ramai lockdown kasihan rakyat kecil gajinya habis dimakan hari,negatif,-1
691,Nisa Saniso,tutup jakarta jakarta aparatur sipil negara bisa kerja rumah buruh kasar mau makan rumah,negatif,-1
692,a n,lockdown mimpi rumah liar rumah pinggir sekali dibiarin manusianya numpuk semua,negatif,-1
693,Tomi Wijayanto,setuju lockdown alasan supaya mencegah penyebaran lebih luas,positif,1
694,Tomi Wijayanto,solusinya jaga diri kurangi aktivitas luar rumah jaga kebersihan diri seperti cuci tangan pakai sabun antiseptik serta taat aturan pemerintah demi kebaikan bersama,positif,1
695,si anying dri kiduk,jangan lockdown tidak ada kerjaan miskin mau makan,negatif,-1
696,Kity kAY,bagi cuma bisa menyalahkan pemerintah tonton tolong pikir depan demi kebaikan bersama,positif,1
697,Dwi,percuma lockdown pulang kampung liburan malah jadi melebarâ¦,negatif,-1
698,Es klamud Ijo,covid hanya isu politik dibuat negara majuâ sadar jangan mau tipu tersebut,negatif,-1
699,toni mk,bertindak pemerintah jangan debat tidak guna,negatif,-1
700,Awan Andy,coba jadi pahlawan diri sendiri jaga kesehatan jangan tempat ramai keramas dulu cuci tangan sering mungkin,positif,1
701,Awan Andy,lockdown merusak pendapatan perlu kecil pak bertambah besar ekonomi lihat malaysia lockdown memborong semua supermarket kasihan orang kecil tidak punya uang bingung,negatif,-1
702,Yt Opowae,maksudnya lockdown pabrik besar berhentikan karyawan liburkan akses tutup bagaimana ada bisa jelas,netral,0
703,Robayani Burhan,indonesia wajib lockdown sekarang masih banyak orang tua ajak anak liburan sekolah keluar rumah jalan mana,positif,1
704,agung setiadi,intinya banyak ketularan malaysia tutup akses malaysia,netral,0
705,Hadeuh,koruptor dulu selalu meraup uang negara tidak digunakan kepentingan negara kantong sendiri menyebabkan kesulitan saat genting seperti semua fasilitas seperti rumah sakit teknologi produksi menjadi hambatan besar,positif,1
706,ciasisss,jangan paksa lockdown butuh makan,negatif,-1
707,delpin pilo,sudah tutup kasusnya cuma flu,negatif,-1
708,Team Rocket,coba pikirkan akibat lockdown mendingan bantu pemerintah kurang penularan jangan keluyuran tidak penting biar tidak nambah penularan dirawat pelan sembuh biar cepat selesai,positif,1
709,Randy Ref,bagaimana tidak meningkat keterangan menteri luar negeri ada daftar negara dilarang masuk sini cina tidak masuk daftar bikin aturan tidak tegas karyawan diliburkan pekan kenyataan cuma pegawai negeri sipil diliburkan swasta masuk semua,negatif,-1
710,Raja Azrul,malaysia sudah mulai lockdown,netral,0
711,Rahma Wati,bekerja rumah kuli bagaimana cari makan sekarang buat makan sekarang semoga segera berlalu,netral,0
712,rozi hanafi,bekerja rumah beribadah rumah namanya lockdown pak,netral,0
713,rozi hanafi,rakyat indonesia nakal dasar udik malah liburan berduyun puncak bogor bandung mau tuhan langsung jadi presiden indonesia tidak bakalan sehat indonesia penduduknya masih banyak tolol seperti gitu,positif,1
714,achmad ardiansyah,giliran udah kena banyak baru lockdown sekolah libur lucu negeri,negatif,-1
715,Ifa's Kitchen,terkadang heran masih ada salahkan pemerintah presiden itulah pemerintahan udah melakukan terbaik pemerintah tahu tidak boleh asal lockdown jadi masyarakat indonesia harus tahu pemerintah tidak lockdown bukan mementingkan diri sendiri pemerintah bukan cuma memikirkan satu orang berjuta orang covid udah pandemi bukan cuma negara indonesia kena banyak negara,positif,1
716,Jay zaenul,lockdown jakarta,netral,0
717,rezha firmansyah,negara lockdown semenjak isu covid wuhan negara indonesia malah penerbangan diskon hotel diskon restoran diskon alhasil begini ada lolos pengawasan jadi ujung menyebar covid negara,negatif,-1
718,Abercio muttaqi,semoga pemerintah benar serius cepat menangani penyebaran,positif,1
719,Abercio muttaqi,dibiarkan seperti niscaya indonesia lebih parah sekolah liburkan malah liburan jalan masyarakat seharusnya buruh liburkan tidak bisa membayangkan negara lebih parah cina italia rumah sakit negara tidak siap terbatas peralatan,negatif,-1
720,maung bandung,udah banyak mati baru lockdown pemerintahan lemah,negatif,-1
721,black moon,tidak lockdown awal pasien bisa tambah banyak melebihi tenaga medis tenaga medis semakin menyusut tertular tidak bisa kerja sampai pasien lebih banyak tenaga medis baru lockdown sudah telat indonesia berakhir,negatif,-1
722,Risma yani,daerah tidak pernah periksa tidak ada alatnya,netral,0
723,sbobet lagi,sebentar puasa semoga segera berakhir covid,netral,0
724,m Muhshi,tolong beda lockdown sama liburan sekolah kantor lockdown tinggal rumah daerah tidak boleh keluar masuk biasanya nanti beri kepemimpinan militer rakyat masih nakal sekarang masih diliburkan maklum orang kemana mana,netral,0
725,king exe,bandara internasional ditutup sementara buat mengurangi pemerintah semangat dana cepat kerjanya,positif,1
726,novila Ifana,benar tinggal jepang langkah pemerintahannya seperti pak jokowi udah bulan tidak keluar belanja takut sini setiap rumah wajibkan punya disinfeksi alkohol sering cuci tangan habis luar mencegah lebih baik ada minta lockdown masih keluyuran sana sini aduh aduh tolong berpikir diri sendiri orang,positif,1
727,Dams YT,isolasi daerah terdampak bukannya lockdown dipikir indonesia sabang merauke satu daratan,negatif,-1
728,LNK.kepong kepong,kena infeksi gejala alami saat radang tenggorokan demam rendah,netral,0
729,World Peace,semuanya tergantung kesadaran individu semua bisa jaga jarak meminimalkan kontak orang rajin cuci tangan pakai masker menetap rumah penyebaran covid bisa dikurangi tanpa lockdown,positif,1
730,kaluq,jakarta lockdown warga jakarta mau dapat bahan makanan mana sedangkan sumber bahan makanan jakarta datang jawa barat,netral,0
731,Anugerah Dewa,tunggu kena sudah ribuan baru lockdown bapak tidak ada ketegasannya sebagai presiden tidak inisiatif,negatif,-1
732,Andrean Regas,pak pak lockdown keluarga mau makan bisa bisa mati bukan covid kelaparan,negatif,-1
733,rojih Rojih,makin bahaya corona semakin hari semakin banyak terinfeksi kasihan,netral,0
734,Ridho Virgatama,indonesia tidak siap menurut sampai lockdown pemerintah siap suplai logistik kebutuhan,negatif,-1
735,Zerico Co,sampai tidak kasihan rakyat hari malaysia sudah lockdown,negatif,-1
736,Cahaya Baru,jangan hanya meningkatkan kapasitas rumah sakit bagi rakyat kecil bagaimana masker sekarang kosong bagaimana mencegahnya indonesia ingin pemecah rekor selagi covid belum tersebar luas tidak adakan masker harus tunggu semua tertular virus baru sediakan masker tidak sekarang,negatif,-1
737,Frisca Balqis'tya,sebenarnya kuncinya peduli coba buat peduli hidup mati manusia tangan tuhan tetap harus ada ikhtiar,positif,1
738,Frisca Balqis'tya,covid bukan diri sendiri menular jangan sampai kaya kasus italia awalnya menyepelekan sudah terlanjur banyak sudah terlanjur susah tanggulang,positif,1
739,Frisca Balqis'tya,kerja sama saling mendukung bukan berbondong bondong patuhi pemerintah saling peduli mendoakan supaya sehat selalu tidak merugikan orang berdoa supaya indonesia bisa menangani pemerintah tidak bisa bekerja maksimal tidak ada kerja sama warganya,positif,1
740,Frisca Balqis'tya,semoga indonesia senantiasa dilindungi masalah,netral,0
741,Mugiwara,kena virus corona sengaja menularkan orang,netral,0
742,Mai Puspa,baik belum lockdown upaya pemerintah mengatasi masyarakat bandel,netral,0
743,Mai Puspa,mana menteri pertahanan militer menggebrak masyarakat bandel,positif,1
744,Mai Puspa,bagaimana pedagang malah ambil keuntungan menaikkan harga seenaknya bahan makanan masker pembersih tangan harusnya kecil seperti harus diperhatikan masyarakat belum siap lockdown terutama kelas menengah bawah,negatif,-1
745,Anwar Anwar,ekonomi sudah sulit malah kasih aturan lockdown mikir pemerintah bagi cari uang hari makan hari gimana rasanya pemerintah mau tanggung biaya hidup,negatif,-1
746,gma,buat batasan keluar rumah tugas gugus sekali tidak tanggap sama imbauan kerja rumah,positif,1
747,Ahmad Zaelani,tidak rakyat mati penting ekonomi maju sayang udah keluar uang buat bayar artis,negatif,-1
748,Arum Sabil,tidak perlu lockdown lebih butuh makan hidup,negatif,-1
749,feri zonet,jangan pikir ekonomi pikir kesehatan kena virus corona siapa rugi diri keluarga harusnya ada tabungan sejak dini sekarang siapa rugi,netral,0
750,Saifuddin Juhdi,tunggu kena satu pulau baru lockdown pak,negatif,-1
751,audy nainggolan,lockdown adakah media bisa menjelaskan secara rinci arti secara bahasa umumnya lalu bagaimana kebijakan masyarakat kelas menengah bawah,netral,0
752,audy nainggolan,siapa menjamin ekonomi keuangan kecukupan makanannya sementara pemda sekelas kelurahan masa bodoh sama warga,negatif,-1
753,F L66,komentar lockdown coba lockdown rumah sendiri minggu dulu baru komentar,negatif,-1
754,Farel Radinka,jangan mau lockdown mati kelaparan nanti,negatif,-1
755,Herman Sule,makan kesombongan awal menghindar selalu menutup tutup rakyat kecil semakin menjerit,negatif,-1
756,Siswandi Siswandi,tidak pernah dapat bantuan covid rakyat kecil desa bektiharjo kecamatan semanding kabupaten tuban jatim tolong pak presidenku semenjak covid tidak pernah dapat bantuan,negatif,-1
757,Heru Udin,selama tempat sudah tidak ada bst bagaimana,netral,0
758,anak ranca paniisan,benar banyak penerima program keluarga harapan tidak layak,negatif,-1
759,Istiyah Hariyanto,pak meteri perekonomian tolong tolong kmn kerja bagian penyaluran dana bagi pasien meninggal covid ahli waris sampai sekarang sudah hampir tahun lebih ramadan tahun sampai sekarang tidak ada dana santunan sama sekali mengalir pak tolong bagaimana paling penting harus utamakan pasien meninggal covid bagi ahli waris tinggalkannya malah bantuan sosial desa lancar cuma sunah pak tolong monitor bawahan mulai pengajuan juta sampai turun juta sampai sekarang belum ada kelihatannya sama sekali kepada ahli waris probolinggo tolong bantuan selektif,negatif,-1
760,Fitri Yani,susah tidak pernah dapat kaya dapat pemerintah tidak adil tegas,negatif,-1
761,Nobilta Nih,mau usul pedagang bantu namanya orang dagang mampu bantu salah besar orang dagang orang kaya tidak paham,negatif,-1
762,Wiji Ati,aiman bagaimana caranya memprotes bst ribu sebab banyak salah sasaran ada janda bulan januari februari dapat setelah pencarian bulan maret april namanya dicoret,negatif,-1
763,Banyu Milih,bentuk tim buser pak jangan cuma mengandalkan informasi dengar jangan planga plongo kerjanya,negatif,-1
764,Taufik 877,bst benar cuma bulan januari februari,netral,0
765,Salon Reni salon,bantuan tunai tiga ratus ribu perbulan ada pengurangan anggota penerima kelompok ada tidak menerima mohon penjelasan bagi tidak dapat dua bulan sebelum bulan puasa,negatif,-1
766,Firman Man,tidak lanjut dapat bst,netral,0
767,Ulumi Nauma,bst ribu benar kurang tidak dapat kata ada pengurangan,netral,0
768,Dandelion,benar setuju usut segera oknum seperti pemda,positif,1
769,Cantika Belva,tidak setuju desa orang emas sampai pundak malah dapat program keluarga harapan miskin tidak punya rumah tidak dapat,negatif,-1
770,Dea Saputri,program keluarga harapan bulan tidak luar gimana pemerintah lambat geraknya,negatif,-1
771,cinta Vusta,percuma anak masih sekolah tidak pernah dapat bantuan langsung tunai program keluarga harapan pra kerja pulsa anak sekolah tidak dapat pusing banyak tunggakan sekolah,negatif,-1
772,lubis bisran,selama belum dapat bantuan apapun sebelumnya dapat uang covid,netral,0
773,JEA kontol,omong kosong pemerintah,negatif,-1
774,minas kntol,minas riau belum dapat jalan sudarso,netral,0
775,Yumiko S Callysta,maret tidak dapat katanya dua kali lipat sama april akhir maret belum ada sampai sekarang,negatif,-1
776,Fitri Fitriyah,sampai saat belum mengalir membutuhkan,negatif,-1
777,Devi Rajabsari,bulan belum keluar pertama covid tidak dapat sama sekali rt mau orang berada tidak dapat tidak belum ada anak pekerjaan suami berkurang penghasilannya kena psbb,negatif,-1
778,Lilis HS,bapak dana turun negara hanya salah sasaran punya kasih miskin tidak harap atas harus turun pedesaan,negatif,-1
779,Rustiyah Aja,katanya bantuan sosial covid terpapar covid harus istirahat tidak dapat pemerintah,negatif,-1
780,kacer sekoci,tidak dapat program keluarga harapan punya anak sekolah anak balita malah dapat program keluarga harapan justru orang punya kaya bagaimana,negatif,-1
781,BUL-BUL CHANNEL,hanya kasihan sama para pedagang kecil pedagang kaki lima pedagang mangkal sekolahan pedagang kantin para pedagang lansia menjajakan dagangan gerobak sepeda ontel berharap corona cepat selesai penyebabnya bantuan tidak tepat sasaran percuma selama keadaan seperti,negatif,-1
782,Rasimah Teteh,keponakan dapat program keluarga harapan uang bulan cuma dapat,negatif,-1
783,Dimas Wandi,jangan sering bagi bagi uang cari solusi gitu serang covid,negatif,-1
784,Jeje Juju,tidak dapat kartu keluarga tidak terdaftar,netral,0
785,Anggoro Saja,banyak jenis bantuan tidak ada satu pernah tempatku,negatif,-1
786,suyisno sukati,bantuan sembako belum ada tahun,netral,0
787,Ami Jasngek,tidak semua dapat bantuan sosial gimana rt rw tidak tanggung jawab,negatif,-1
788,Nelis saadah,tolong evaluasi penerima program keluarga harapan kebanyakan orang punya sedangkan miskin cuma nonton,negatif,-1
789,GOES,bagi pejabat publik bantuan sosial proyek menggiurkan bisa korupsi,negatif,-1
790,Dina Kusdiana,mending lockdown bantuan tidak merata sedangkan dampak covid merata ibarat kata sudah setengah mati,positif,1
791,Sandiaji Official,rt rw suka ambil sembako berlebihan buat pribadi tidak diatas tidak dibawah sama sama korupsi,negatif,-1
792,Mekar Permatha,seorang janda tidak pernah dapat bantuan anak gitu dapat kartu bantuan tidak kasih sampai debat kelurahan ada kartu bantuan tidak mengalir cek google masih aktif,negatif,-1
793,Salim Salim,sudah tidak adil banyak pengusaha besi tua mendapatkan bantuan sosial berupa uang ribu banyak warga miskin tidak mendapatkan,negatif,-1
794,Ucup Kecos,bohong banyak tidak dapat malah sekarang biasanya dapat bantuan sosial malah tidak dapat bukannya makin baik malah tambah hancur,negatif,-1
795,Arrafi Bima,bantuan sosial aneh coba cek daerah khusus cileungsi bogor tidak sesuai data rt rw tidak benar,negatif,-1
796,Muhamad Padli,tidak pernah dapat bantuan langsung tunai,negatif,-1
797,Heri Jaya,pemerintah dana bantuan tidak jelas sudah banyak korupsi,negatif,-1
798,nenengelfrida Frida rsks,pemerintah tolong bagaimana mekanisme dapat bantuan sosial pemerintah jujur tidak pernah dapat bantuan sedikit pemerintah sejak pandemi anak laki satu tulang punggung keluarga sudah tidak kerja orang tua tunggal orang anak coba urus umkm sampai sekarang tidak mengalir tolong pemerintah data kartu keluarga ktp jelas orang tua tunggal tidak pernah dapat sementara tetangga notabene mampu tidak seperti dapat mohon perhatian pemerintah benar bantuan tepat sasaran pak,negatif,-1
799,Mimie Ahmad,pak belum pernah dapat bantuan bantuan sosial,negatif,-1
800,Zain Lukman,pamong desa periksa tepat sasaran tidak coba cek pasti banyak korupsinya,negatif,-1
801,monex raching,tidak butuh bantuan butuh normal biar bisa kerja tenang masa indonesia terserah,negatif,-1
802,Sherly Deviana,tidak menyalahkan semua jujur amanah baik serta orang kaya dermawan pasti ada menjalankan amanah beri kelancaran kesehatan serta rezeki melimpah lindungi,netral,0
803,Sherly Deviana,bantuan langsung tunai bantuan sosial uang siapa orang orang kaya mampu semuanya masa bantuan dulu ukm kata buat pedagang kecil kenyantaanya banyak orang memanfaatkan situasi begini warung orang jual bukan sendiri orang masa dapat masa tidak tahu ada data langsung kasih pasti semua ada prosedurnya tata caranya,negatif,-1
804,Sherly Deviana,uang tunai bantuan sosial sama mau hanya harus adil,netral,0
805,Sherly Deviana,giliran ada perlu tetangga sesuatu minta tolong minta bantuin orang uang pemerintah kecuali uang pribadi kelurahan mana,negatif,-1
806,Sherly Deviana,punya tetangga diam diam tidak kasih tahu takut iri sekali sama iri sama tidak punya banyak tidak dapat teman ada ciberko lebih parah ketahuan ada usahanya ukm tidak pernah dapat,netral,0
807,Sherly Deviana,ktp jawa tidak bakalan dapat pasti nanti ada tidak suka kenyataan mengadu gusti sudah masalah keadilan orang kontrak tidak punya punya,negatif,-1
808,Sherly Deviana,mau dinas sosial takut ada hina tertawa dapat tidak tidak dapat pasti kesal masa harus beda beda udah ktp sini cilegon kampungnya jawa tidak pernah dapat,negatif,-1
809,Sherly Deviana,uang pemerintah andai dapat uang tidak makan semua malahan mau bagi tidak mampu hidup harus saling berbagi orang tidak mampu harus saling berbagi menunggu kaya kapan waktunya,netral,0
810,Sherly Deviana,masa dulu sementara orang orang bikin kartu kasih tahu tidak mau lurah takut hina rt ada paling suruh sabar mungkin bukan rezekinya,negatif,-1
811,Sherly Deviana,kasihan orang orang tidak tahu tidak mampu seharusnya kasih tahu caranya jangan data cuma ktp sama kartu keluarga ketika giliran data tidak bisa,negatif,-1
812,Sherly Deviana,terutama daerah cilegon data semua data masa orang kontrak orang kecil bingung mungkin bagi orang orang mampu kaya uang sebegitu tidak berarti bagi berarti dulu tidak pernah dapat sementara orang orang dapat rumit sekali harus ada kartu keluarga sejahtera penerima manfaat bantuan sosial,negatif,-1
813,Sherly Deviana,jangan hanya diam hak orang miskin yatim piatu janda tidak adil masa dapat orang orang mampu,negatif,-1
814,Sherly Deviana,tidak jelas kejam tidak rata bantuan bilang pemerintah tidak mungkin ada menteri kabinetnya,negatif,-1
815,Boy Reffie,kartu kis dapat tidak,netral,0
816,Adewijaya Adewijaya,ketika beras dapat rt,positif,1
817,Dandi aditya,ktp jakarta tempat masih kontrak tidak dapat bantuan sosial sedangkan punya rumah punya kontrakan dapat bingung permainan,negatif,-1
818,maria pertiwi,tetangga dapat program keluarga harapan dapat bantuan sosial senang pak rt dapat siapa tidak jujur namanya manusia pasti jengkel iri mau gimana terima keadaan bersyukur berdoa kerja,negatif,-1
819,Dia Pitaloka,gimana ketegasan pemerintah banyak dana tidak sampai rakyat miskin kurang tegas menurut,negatif,-1
820,Kasto Kareno,jangan sampai bantuan sosial sudah korupsi terulang kembali warga kelurahan sukajadi karawaci tangerang,positif,1
821,Princes Aura,mau tanya serius merubah kartu keluarga anggap warga baru tidak mendapatkan bantuan memangnya bantuan covid berpengaruh sama warga baru,netral,0
822,Heri Yanto,ada anak sekolah tidak dapat bantuan apapun,negatif,-1
823,riri Akhad,jangan melalui rt mending ambil pos tidak bisa percaya sudah tangan rt,negatif,-1
824,CHS PRO,kasus bantuan sosial selesaikan bantuan sosial sekarang jangan dijadikan tembok pelupa,negatif,-1
825,Rifah,ibu rumah tangga rumah sewa janda anak mulai katanya ada bantuan sosial tahun sebelumnya sampai sekarang belum pernah menerima bantuan jadi percaya tidak percaya tetap semangat berjuang keadaan semakin sulit,negatif,-1
826,Yakub Al Jahid,indonesia negara lucu pengusaha dapat bantuan pemulung pekerja proyek kuli panggul tidak dapat bantuan kasih tahu jadi atasan adil besok ada hari perhitungan,negatif,-1
827,Nining Ninigimuz,sudah tidak dapat program keluarga harapan tidak dapat bantuan anak sekolah aduh sd sampai sampai tidak dapat orang kaya kaya dapat,negatif,-1
828,Garsi ViLareaL Rere,warga rutin tidak pernah dapat bantuan,negatif,-1
829,idody_virgin,uang korupsi siap koruptor dapat uang haram,negatif,-1
830,Astri Suila,punya kartu bantuan sosial tidak masuk bantuan beras,negatif,-1
831,Hendri New,sebelum minta dapat bantuan hanya orang bantuan tidak merata memberi bantuan harus merata adil pak,negatif,-1
832,Rinda Naibaho,belum pernah dapat bantuan apapun sebutir beras,negatif,-1
833,Nelly Nelly,program keluarga harapan dapat bst tidak pak Ã°Ã¿ xf,netral,0
834,Andi Andika,tidak pernah akurat tepat sasaran bantuan seperti pemerintah indonesia tidak tegas,negatif,-1
835,Ekal Ekal,sebelum covid dapat mana pak siapa beri uang miskin tidak tahu harus mengadu siapa suara tidak pernah dengar,negatif,-1
836,Kesaksian Umat Kristen,satu hari habis maluku harga barang mahal kaya begini bisa ribu,netral,0
837,Kesaksian Umat Kristen,dana triliun ada sama sekali tidak dapat bantuan sisa dana kemanakan,negatif,-1
838,Rahman Poso,tiga bantuan kartu keluarga satu macam mohon jelaskan bapak,netral,0
839,yulida husni lie,katanya kartu keluarga baru tidak terdaftar jadi tidak dapat bantuan sosial uang tunai,netral,0
840,Khaylatun Nisa,tidak dapat bantuan program keluarga harapan tidak orang miskin rumah masih kontrak,negatif,-1
841,Labkom,mau dilapor serba salah pemerintah seolah tutup kuping sama keluh kesah warga terutama miskin,negatif,-1
842,S Wahyudi,tunggu bantuan sosial area gresik jawa timur bagi belum dapat kerja habis kena pemutusan hubungan kerja menganggur kerja tidak butuh bantuan sosial jangan pemutusan hubungan kerja mana bantuan sosial tunggu kasih tiap bulan lebih baik uang tunai ambil kelurahan,negatif,-1
843,ns prasetyaz,selama ada covid belum pernah merasakan bantuan sama sekali suami kena pemutusan hubungan kerja usaha merosot harusnya umkm survei dulu baru jadi tepat sasaran,negatif,-1
844,Bicael Chenelku,awal covid sampai sudah berganti tahun belum pernah merasakan dapat bantuan sosial apapun jenis bantuan buat meringankan rakyat kurang mampu seperti sayaÃ°Ã¿ xf tetap berdagang kelontong tidak ada bantuan ada sarana online mending daftar online,negatif,-1
845,Junior gaming,pemerintah harus bisa bijak beri bantuan orang terdampak covid,netral,0
846,Junior gaming,punya keluarga covid sama sekali tidak ada bantuan pemerintah,negatif,-1
847,99 Info,tidak dapat mungkin cek pusat langsung kelapangan mungkin lebih nyata biar tidak salah sasaran,negatif,-1
848,Didi Saja,tidak mau vaksin hanya tipu pemerintah biar dapat uang,negatif,-1
849,Muhammad Firdaus,semua warga indonesia vaksin demi kebaikan keluarga orang sekitar,positif,1
850,ali ci,hati hati vaksin,netral,0
851,ali ci,jangan mau vaksin demi buatan cina,negatif,-1
852,Syamani Ani,kabar ada tidak sadar habis vaksin daerah kalimantan selatan,netral,0
853,Habibi Bibi,kepada para pahlawan vaksin corona kabut pagi hari ada zat virus baik melawan corona,netral,0
854,Luken Luken,tanggung jawab siapa ada kesalahan akibat vaksin jelas,negatif,-1
855,Miss Aprillia,akhirnya semua kena corona waktunyaâ,negatif,-1
856,Ariyan,biasanya masalah keamanan pejabat dulu merasakan,netral,0
857,Batu Penguasa,bohong la berita covid sama politik media cari uang gini sekali sekarang,negatif,-1
858,Prof Halu,ingin kena corona,negatif,-1
859,Abdul Mukti,bagaimana sia anjing bosan mendengar covid,negatif,-1
860,Zerevv,halal orang didenda,negatif,-1
861,spiderman noir,udah semua anggota dpr dulu para menteri dulu habis pak presiden seluruh keluarganya dulu tunggu beberapa bulan aman semua tidak ada mati baru rakyat,netral,0
862,Boomm Beng,presiden pejabat tinggi negara pertama vaksin,netral,0
863,Darsiah Siah,setelah vaksin semoga aman tidak terjadi aneh,positif,1
864,Moch Amzi,semoga besok dunia kembali normal,netral,0
865,Weednesday,omong kosong,negatif,-1
866,Insannisa Majid,mudah mudahan cepat selesai wabah biar negara makin maju perekonomian makin meningkat misal wabah akibat ulah manusia mudah mudahan tidak ada ilmuwan ahli bikin wabah bisa berkaca beginilah akibat tidak sangka makin panjang kayaknya kebanyakan nonton film,positif,1
867,Fadhila Dhiyaul Wafa,semoga cepat dibagikan vaksinnya,positif,1
868,Bagus Basuki,hanya orang bego mau vaksin,negatif,-1
869,Andromeda,habis suntik vaksin semua warga indonesia menjadi zombie halusinasi,negatif,-1
870,Dede Fitri,vaksin virus membunuh rakyat perlahan lahan,negatif,-1
871,Dark Knightmare,sudah buat para pejabat dulu khususnya presiden wakil presiden prioritaskan dulu biar pemerintahan aman,netral,0
872,Oritama Zulfikar,perasaan tidak ada berita warga cina vaksin,netral,0
873,Berkah bahari,mau vaksin silahkan jangan paksa sampai dikenakan denda vaksin bisnis,negatif,-1
874,Dropship dan Affiliate,semoga lekas jadi vaksinnya,positif,1
875,Candra Setyo Abdi Sadi Putra,sehat bakal dipaksa vaksin ngapain malas tidak suka,negatif,-1
876,Kharisma Purnama,melewatkan vaksin tidak pakai bohong cuma kata tolak,negatif,-1
877,Wingky Sugama,uji coba vaksin anggota dpr dulu baru rakyat,positif,1
878,Coun Toolgeedie,masyarakat lebih sehat vaksin pemerintah hanya mengandalkan asumsi kurang jelas cuma demi uang mengorbankan masyarakat,negatif,-1
879,fahmi maulana,bapak tidak pakai masker,netral,0
880,M.Fathan Jamil,semua orang pemerintahan vaksin baru rakyat seluruh keluarga tidak izin vaksin,negatif,-1
881,Dhirendra218,tidak mungkin dapat membuat vaksin secepat,negatif,-1
882,HD BRIJAYA,pembodohan publik buang uang negara puluhan triliun hanya buat vaksin tidak jelas,negatif,-1
883,aji oke,semoga vaksin dunia segera pulih kembali normal semangat buat pemerintah,positif,1
884,BALE NASU,vaksinnya prioritaskan anggota dpr biar pejabat negara aman corona tiga bulan kemudian barulah vaksin masyarakat biasa,positif,1
885,Ucuy Leupeut,tidak peduli sekali,negatif,-1
886,Waguwaton Guyu,benar tidak perasaan masih menunda berita kritikan luar gimana tes covid negatif masa sana tes positif jadi ragukan sama luar,netral,0
887,Permata Hati,semangat ajang bisnisnya penyakitnya tidak ada vaksinnya digembar gemborkan,negatif,-1
888,rian dwi saputra,mudah mudahan bisa dipercepat vaksin sudah terlalu banyak korban,positif,1
889,MUHAMAD.FIRDAUS_A,ada bisa jelaskan tidak vaksin ebola lama ketemu hampir tahun vaksin covid baru berapa bulan sudah bisa ketemu aneh seperti permainan dunia,negatif,-1
890,lia liana,semoga terbaik secepatnya bisa terwujud lebih akurat kapan vaksin bisa distribusi,positif,1
891,Gusde Bali Tours,teman vaksin demi pemerintah tidak mungkin beli mahal tidak berguna buat rakyatnya,positif,1
892,Asep Udin,setahu banyak masyarakat banyak kurang percayaâ¦ terlalu sering tipu sama kebijakan pemerintah,negatif,-1
893,Saputra Gaming,pemerintah pastikan masyarakat menerima vaksin secara merata biar semuanya aman tidak ada korban jiwa,positif,1
894,Arief Setyadi,halusinasi orang fda sendiri merilis minimal uji vaksin tahap baru selesai maret,negatif,-1
895,Yohanes Hari,vaksinnya haram jadi jangan mau vaksin,negatif,-1
896,An samarinda,januari sudah vaksin kapan hidup mulai normal kembali ingin buka acara musik cepat cepat,netral,0
897,Crafert,vaksin udah halal aman hina vaksin sebelumnya masih uji klinis hina katanya harus cepat cepat kasihan pemerintah salahkan sama rakyatnya,positif,1
898,yudi pramana putra,presiden sama menteri dulu vaksin jangan korban masyarakat mentang rakyat rajanya mati terakhir politik,negatif,-1
899,jx lvp - juventus liverpool are my fav.,jokowi terawan disuntik pertama langsung televisi,netral,0
900,Ageleia Erika,pidato terakhir ketua bpom menyatakan bahwa vaksin covid masih belum lolos uji bpom sampai saat data data kurang bapak halusinasi terlalu lelah pak belum belum sabar pak sampai lolos bpom,negatif,-1
901,VICKY TERESIA,berarti jadi tahun baru,netral,0
902,Farid Muhaimin,ingin pandemi covid berakhir tidak ada cara lockdown total solusi satu satunya mengatasi penyebaran virus corona demi melindungi keselamatan rakyat tidak lockdown indonesia lockdown negara negara,positif,1
903,ida amidah,uang sudah habis baru lockdown korban sudah banyak,negatif,-1
904,"h,setiawati setiawati",setuju lockdown bagi pedagang tidak usaha khawatir masih bisa berjualan asal tidak makan tempat tegas pemerintah bukan vaksin sementara masih ada dilonggarin,positif,1
905,apa dia aku,berita covid besar coba bulan hapus berita covid lihat perbedaan dibandingkan publikasikan menerus berita covid,negatif,-1
906,JokoLelono Samudro,sekarang bingung semua pemerintah pusat banyak tekanan saat mudik semua senang ada tidak bisa tekan masyarakat madura demo,netral,0
907,Ahmad Salim,setuju lockdown tidak lockdown biaya rakyat sama cek swab merawat tanpa pemerintah biaya sendiri triliunan hitung tiap keluarga biaya sendiri,positif,1
908,JAVA Heritage,masyarakat tidak bisa atur rakyatnya tidak biasa disiplin,positif,1
909,Kang Rudhy,setuju lockdown alangkah lebih baik pom bensin tutup biar tidak ada akses mana,positif,1
910,Kang Rudhy,percuma peraturan pemerintah tidak tegas,negatif,-1
911,Dede Mulyana,kompas televisi bikin berita lockdown mau tidak kasih makan rakyat kecil lockdown ada bukan mati covid mati kelaparan,negatif,-1
912,Diyk Nugraha,lockdown daerah zona merah jangan lupa materi buat daerah lockdown jangan sampai ada kabar ada masyarakat mati kelaparan lockdown daerah ingat siap materi buat wilayah lockdown,positif,1
