id,text,sentimen,label
646,"Nama PPKM hanyalah pengalihan dari kata lockdown.
Rezim nggak mau menanggung rakyatnya.
Makanya disiasati dgn nama ppkm.
Di Ppkm rakyat di suruh dirumah saja tapi makan tetep cari sendiri.
Kalau lockdown, semua di tanggung rezim.
Rezim : "" enak banget duwit di makan rakyat mending di buat makan sama temen sendiri""

RIP demokrasi",negatif,-1
647,"Gak apa2 rakyat mati yang penting ekonomi kita maju, sayang juga udah keluar duit buat bayar influencer 20 m ",negatif,-1
648,"Vaksinnya prioritaskan anggota DPR biar pejabat negara aman dr corona.
Tiga bulan kemudian barulah di vaksin masyarakat biasa.",positif,1
649,"Orang merantau tidak boleh pulang kampung tetap diam di rumah usaha susah.. 
di iming imingi bantuan..
sampai saat ini hanya mimpi.. 
kalau iya bantuan itu benar ada kemana duitnya dimakan walikota kah,, gubernur kah bupati kah rt/ rw kah.. 
Mungkin di jabotabek 100% tidak dapat bantuan apa apa",negatif,-1
650,Kenapa sih pemerintah bebaskan para napi? Apa gak mikir bahaya bagi rakyat lain,negatif,-1
651,Mudah mudahan bisa dipercepat lagi vaksin nya... Sudah terlalu banyak korban...,positif,1
652,SAYA GAK PERNAH DAPAT...  HOAX DAN GAK TEPAT SASARAN,negatif,-1
653,Mendingan demo aja atau pilkada pasti covid sepi kaya kemarin ... Skrng ada fucksin malah covid rame apa ini pembodohan?,negatif,-1
654," jika dari awal tidak meremehkan, dari awal bersiap diri.. ini semua tdk harus terjadi.. harus ada yg berteriak..  harus tunggu manusia sakit dan mati, baru beli alat tesnya..",negatif,-1
655,Semangat Indonesia ku lawan korona pasti kita bisa semangat,netral,0
656,"Coba pikirkan akibat lockdown , mendingan bantu pemerintah kurangin penularan jgn keluyuran terus klo ga penting2 , biar ga nambah terus penularan , dan yg dirawat pelan2 pada sembuh , biar cpt selesai",positif,1
657,"pemerintah indonesia tidak tegas dan kerja nya sangat lambat, kenapa warga cina masih dibiarkan masuk ke indonesia?",negatif,-1
658,"akibat terlalu welcome sama China,,",negatif,-1
659,"Pemerintah melarang Mudik, katanya Pemerintah tdk adil masa org mudik dilarang. 
Sekarang Covid meningkat bagaimana, ini sdh resiko ya mau bagaimana lagi, banyak berdoa saja",negatif,-1
660,"PRET!!!!!

JELAS2  2022 BARU KELAR

JGN NGOTOT 2021 PANDEMI BERAKHIR",negatif,-1
661,"Saya sangat prihatin sekali dengan kondisi sekarang dengan wabah covid 19,",netral,0
662,"kebanyakan bohong pemerintah, janji katanya bantu rakyat miskin, buktinya nol",negatif,-1
663,Mampus,negatif,-1
664,"SUARA KAMPUNG
Pemerintah daerah hanya menerima dan menyalurkan dana kepada masyarakat yang tidak jelas sasarannya kemana dan untuk siapa, tapi pemerintah pusat atau pemda, tidak pernah tau seperti apa masyarakat miskin di kampung - kampung korban salah sasaran",negatif,-1
665,Bener ga sih? Perasaan who masih menunda deh? Oia itu berita kritikan dari luar gimana? Tes covid di mari negatif masa di sana tes lagi positif. Jadi di ragukan sama luar ,netral,0
666,Dia bahkan lebih ngeri dari Trump,negatif,-1
667,gak adil dan gak tegas aturan pemerintah,negatif,-1
668,"Mau langkah ekstrem... gampang. Tutup semua akses keluar masuk warga, jgn ada warga yg keluar rumah selama sebulan... kalo ada yg melanggar tembak mati, gitu kan ekstrem. Nanti ujung ujungnya biar bentrok sono sama rakyat sendiri... yg satu takut mati yg satunya lagi terpaksa berani mati ,demi ekonomi.",positif,1
669,"saya ada ide untuk pemerintah mengerahkan petugas puskesmas berkeliling kampung memeriksa warganya, dengan alat tes suhu tubuh, dan bila ada warga yang terindikasi segera diambil sampel darahnya untuk diperiksa dengan alat repid tes di labotarium. Sehingga kematian dan penularan cepat dicegah.",positif,1
670,Trus sopir taxi kerja di rumah juga ya,negatif,-1
671,"Tolong pak Jokowi persulit orang asing masuk ke Indonesia, untuk kebaikan rakyat pak",positif,1
672,saya semenjak jokowi jadi presiden saya tak pernah dapat bantuan. saya punya KTP saya punya KK  tapi tak pernah tersalur namanya bantuan dari pemerintah.,negatif,-1
673,Kebayang ga pemerintah pusing nya kayak apa siap kan ini semua. ayo lah kita patuhi aturan pemerintah demi kebaikan indonesia,positif,1
674,Bantuan milih milih. Yg benar2 butuh nggk dapat kasian mereka cumn mendengar dan melihat klw bantuan itu ada tapi ggk sampai ke tangan mereka kecewa. Di mana para pendata penduduk. mereka nggk melihat masyarakat kecil,negatif,-1
675,semoga selesai di vaksin negara kita kembali normal,positif,1
676,harusnya binatang buas dikebun binatang pd dibebas liarkan biar orang2 pd diam di rumah,positif,1
677,"MODAR, sekarang baru bingung mampus",negatif,-1
678,Gk pke masker kek ada yg ilang,netral,0
679,"masa dri dulu bgitu sementara orang orang di bikinin kartu di kasih tahu "" saya mah gak' mau ke lurah takut  di buly apalagi ke rt'"" ya ada pling suruh sabar"" mungkin bukan rezekinya""",negatif,-1
680,"Ada yang berdiri tegak, tapi itu bukan keadilan. ",negatif,-1
681,"Tetangga ku yang dapat PKH itu terus. Yang dapat bansos maaf yang di senengi pak RT nya. Yang dapat siapa aja gak jujur. Yaa namanya manusia pasti jengkel dan irii lah aku. Tapi yaa mau gimana lagi 
 Trimo ing pandum . Beryukut berdoa dan bekerjaa. ",negatif,-1
682,Bagus... lah buat tim medis di tiadakan... takut nya di permainkan para medis...,positif,1
683,Dana2 utk isolasi pasien covid itu yg di stop sebab dimanipulasi oleh mereka2 yg bukan nakes. Dana isolasi nakes dikembalikan ke Pemprov. Enak mereka yg ndak urus covid mengelola duit itu utk proyek2 mereka. Kasihan nakes. Masyarakat ndak mengerti,negatif,-1
684,"Gimana mau sembuh dan selesai ini virus di indo kalau bandara masih buka, tutup dong biar ngga menular",negatif,-1
685,"Covid-19 adalah penyakit bisnis yang membunuh bisnis 
Diantara waktu tenaga uang dan angka kematian yang terus bertambah... 
Jangan bicara uang... HARAM!!!",negatif,-1
686,"Pak Jokowi ini udah 96 orang dan belum di lockdown..
tunggu bapak2 terhormat semua kena virus corona baru indonesia di lockdown ",negatif,-1
687,Kita rakyat indonesia paling susah mau diatur sama pemerintah sendiri,positif,1
688,"yang dapat batuan dampak covid bertubi - tubi kebanyakan orang yg kaya dan sangat mampu ,teruskan untuk membatu orang kaya & mampu. ",negatif,-1
689,Bekerja dri rumah.. Yg kuli gmn y .. Yg cri mkn skrg d buat mkn sekrg.. Semoga segera berlalu,netral,0
690,"Pemerintah harus cepat pikirkan kondisi mereka yg terdampak langsung dan bijak...
Pegawai negeri masih dapat gaji..
Untuk yang swasta bagaimana kalau pendapatannya mati total..?",positif,1
691,"coba pengemis gelandangan di cek juga siapa tau mereka juga bisa terkena... dan mungkin bisa menularkan ke warga sekitar, demi kebaikan bersama",positif,1
692,Tidak ada harapan. Pasti ppkm berlanjut.,negatif,-1
693,"Terkadang sya bingung sendiri... sekolah yg orngnya hanya itu2 sja di liburin tapi ko hajatan yg bnyak orng baru yg dtang dan berkumpul ko di bolehin. dan kasihan juga bagi yg ekonominya bnr2 dibawah bngt smnjak ada corona ini, demi untuk bisa bljar bahkan hrus rela mnjual padi yang hnya ckup buat mkan demi untk beli hp",negatif,-1
694,"Itulah budaya indonesia

Lambat gerak!",negatif,-1
695,"Dah telat tuh, harusnya di lockdown dari awal, sekarang selamatkan diri masing- masing",negatif,-1
696,"Tunggu kena satu pulau baru di lockdown ya pak ,,",negatif,-1
697,"Haduh, vaksin jalan trus corona makin parah.. buat apa vakain boskyu ????",negatif,-1
698,Bagi pejabat publik bansos adalah proyek menggiurkan karena bisa di korupsi,negatif,-1
699,Mitos itu yg namanya bantuan,negatif,-1
700,"ayo kita sama2 patuhi aturan pemerintah, jangan sampai virus ini semakin berkembang",positif,1
701,Jgn lupa provokasi di sosial media mesti di beres kan. Banyak yg seneng rakyat kena covid.,positif,1
702,"Pak presiden. didesa kmi desa indra yaman. disini diberi sembako  hany 1kali aja
Itu pun diambil di balai desa. tidak memakai kartu .hanya diberi begitu saja. katanya itu lah bantuan dana covid yg disuruh disalurkan untuk sebagian masyarakat bukan duit yg 600rb itu bagaimana itu pak presiden",negatif,-1
703,"Uji coba vaksin di anggota dpr dulu, baru ke rakyat",positif,1
704,Ngomong kosong tae kucing lah emng peduli apa dia sama keadaan sekarang,negatif,-1
705,"Memang bantuanya nggak merata masa yg benar2, membutuhkan malah nggak dapat bantuan apa2 yg udah kecukupan bantuan malah dapat terus gimana ini nasib yg nggak pernah dapat bantuan apa,2 tolong pemerintah pikirkan",negatif,-1
706,"Lumayan pandemi ada proyekan baru, just duit",negatif,-1
707,Korupsi semakin merajalela,negatif,-1
708,Kemarin saya pas beras dapat dari RT ,positif,1
709,"Padahal kalau terkonsep pas lebaran lockdown 1 pekan bandara, pelabuhan, stasiun, terminal di tutup jalan tol dan propinsi di beton pasti aman zakat fitrah menajemen untuk diam di rumah kita bersabar sebentar. disini pemerintah kebijakannya kurang tegas",positif,1
710,Mengkhayal setinggi tinggi nya,netral,0
711,percaya lah pemerintah pasti udah siap kan vaksin yang bagus demi kesehatan kita,positif,1
712,"negara dagelan,pemerintah nya membodohi rakyat nya, miris banget",negatif,-1
713,Mantap Corona hilang dengan sendirinya,netral,0
714,Korea aja anggaran corona hampir  300 Triliun.,netral,0
715,Apa vaksin kita beda dengan yang di amerika...???,netral,0
716,Vaksin 18 thn keatas kpn msh jakarta doang woy kpn nih,positif,1
717,"Dusun bugan Sukodadi Lamongan, kasun dan kaurnya GK fer,, yg dpt bantuan Kbanyakan kerabat, keluarganya, walaupun terbilang mampu,",negatif,-1
718,"Rakyat cuma mau masalah ini berakhir, bukan peraturan yang sampai saat ini tidak mengakhiri atau mengatasi masalah",negatif,-1
719,"Bantuan d musim pandemi blm keseluruhan  masyarkat yg tdk mampu blm menerima, padahal data sdh diambil sm pemerintah daerah .sebenarnya dana itu mengalir ke mana",negatif,-1
720,"Lockdown Indonesia sangat memungkinkan sih
Tapi apa masyarakat akan tetap di rumah, bekerja di rumah, sekolah di rumah, dll",positif,1
721,Kenapa harus edar kan uang PKH kepada orang bawahan sedang kan boleh meneruskan melalui bank.. Bru lah tidak ada kurupsi,netral,0
722,Tolong di pandang kami pak jokowi bantuan covid19 ini di aceh tengah kec. Ketol kenapa tidak dapat,negatif,-1
723,"Di Indonesia sudah vaksin pun masih harus pakai masker, karena vaksin yang tidak meyakinkan!",negatif,-1
724,"bapak sendiri tidak pakai masker, tapi suruh orang taat aturan, dasar presiden kok goblog",negatif,-1
725,"Yg di kasih orang kaya aneh yah padahal menurut saya kasih lah dulu orang jompo ,eh ini malah orang kaya yg di kasih duluan jadilah percekcokan adanya uang bantuan malah jadi perkara",negatif,-1
726,Lockdown.. adakah media yg bisa menjelaskan secara rinci apa arti secara bahasa awamnya.. Lalu bagaimana kebijakan untuk masyarakat kelas menengah ke bawah.. ,netral,0
727,"Di atur susah pakai ngeyel, giliran wabah tambah parah kena PPKM minta jaminan kesejahteraan, hahaha....+62  jarang MIKIR !!",positif,1
728,"Udah biarin aja, ga usah kalian melibatkan pemerintah lagi, wong kalian ga mau di atur kok, sepele sama covid",positif,1
729,Di indo kalo gak pake masker di suruh sapu jalanan ama orang gak jelas,negatif,-1
730,Mari kita patuh kepada pemerintah kita.,positif,1
731,Punya keluarga covid sama sekali gak ada bantuan dr pemerintah,negatif,-1
732, kga di locdon aja warga susah di atur apalagi di locdon bisa ngamuk ,netral,0
733,Semoga lekas jadi vaksinnya,positif,1
734,Giliran udah kena  Banyak.... baru di Lockdown ( sekolah libur )!!! Lucu nya Negeri ini,negatif,-1
735,luar biasa banyak bantuan tapi sampai hari ini sy blum dpt sepeser pun padahal yg Lain dapat...,negatif,-1
736,Bantuannya gak nyampe2 ke masyarakat kecil,negatif,-1
737,Mantap aturan pemerintah…,positif,1
738,Semoga pk jokowi sehat selalu  senantiasa dalam lindungan ALLOH,netral,0
739,"MUAK DENGAr aturan pemerintah, percuma kalo gak tegas.",negatif,-1
740,"Masukan Masyarakat tidak di dengar sama pemerintah, jadi ya sudah kita juga masyarakat tidak mau patuh arahan pemerintah",negatif,-1
741,"skrng baru lockdown, lucu sekali, nah ini sdh aku duga, habis lock down vaksin besar2an abis it d anggap amn, in untuk menjual /bisnis,",negatif,-1
742,"putuskan tali rantai penyebaran, yaitu Wajib lapor ke RT, Warung2 Pinggir Jalan Tidak diperkenankan Tempat Kumpul2 dan Penjual Wajib gunakan Masker dan Sediakan Hand Sanitizer, Giatkan Gotong Royong Saling bantu misal sabun cuci tangan, masker buatan mandiri, sembako bagi yang tak mampu, namun Aman bagi Warga yang memerlukan.",positif,1
743,hati hati di vaksin..,netral,0
744,Bohong Tida Semua Dapat Sumbangan  Contoh di Kp Cijujung Desa Bobojong Kec Mande tida Semua dapat Bahkan Yang Dapat Orang yang kaya /Orang yang mampu Jadi TIDA MERATA  KENAPA.....?,negatif,-1
745,"Modelmu kek ono wong2 simbako ben ndek omah, gak bayar pajak, gak bayar listrik, gak bayar air ruwet ",negatif,-1
746,"Tiap hari ada aturan baru, bosan wxwxwx,",negatif,-1
747,Psbb ppkm membuat rakyat miskin menderita kelaparan,negatif,-1
748,"Kenapa baru sekang menteri kesehatan dan bapak presiden  membicarakan soal covid19 .
Seharusnya dari 2 bulan yang lalu bandara harus di tutup untuk mencegah covid19... Eh malah pemerintah santai santai ajah soal covid19.",negatif,-1
749,Strategi yang GAGAL,negatif,-1
750,Bunuh saja rakyatnya biar kenyang kau raup beli kapal perang untuk kau begal kapal orang di laut sana,negatif,-1
751,"Kemarin saya ada gejala corona, awalnya blanja di toko cina, habis itu suhu badan naik, batuk, pilek,, saya pnya bpjs, tapi saya tak mau berobat ke dokter, kasian klo dokternya mati kena virus,, akhirnya minum wedang jahe, makan sayur buah pepaya, dan juga minum ultra flu,, 4 hari saya di karantina di kamar tidur sendiri,, sekarang sudah sehat bisa kerja ke sawah lagi",netral,0
752,"giliran:  ada  perlu  tetangga'' sesuatu minta tlong minta di bantuin"" orang itu kan duit pemerintah"" kecuali duit pribadi dri kelurahan atau mna pun''",negatif,-1
753,Gak semua dapat bansos gimana ini RT RW gak tanggung jawab,negatif,-1
754,Indo kapan mau normal seperti sedia kala ya apa masih butuh uang swab mungkin yg kurang sehingga pemerintah ga mau normal normal ya,negatif,-1
755,Apakah negara ini bisa full lockdown seperti negara lain... Bisa ga ,netral,0
756,Tetap pake masker untuk kesehatan semua orang,positif,1
757,semoga pandemi cepat berlalu...,netral,0
758,sekarang Sy sekeluarga positif Corona kenapa Sy tdk dpt bantuan langsung dr pemerintah .,negatif,-1
759,"Lah netizen takut korona jangan nonton youtube terus pergi lah ke luar maen sini tempat gue udah pda bnyak yang lepas masker gue juga ga prnh pke masker walau ada tulisannya wajib masker, daerah mana lgi nih yg udah pda lepas masker?",negatif,-1
760,"Demi KESELAMATAN RAKYAT, agar terhindar jangkitan virus Corona ITu begitu cepat.
Yang ZONA MERAH itu PERLU DI tangan Betul2.",positif,1
761,isolasi daerah yg terdampak bukannya lockdown. Dipikir emang indonesia dari sabang ke merauke satu daratan?,negatif,-1
762,"sudah terlambat pak.. udah berkeliaran tuh org india di indonesia,, ",negatif,-1
763,"Udah mending dananya buat bantuin masyarakat yang butuh modal buat jualan lagi, yang udah pada di phk kena covid",positif,1
764,Berita palsu para tikus negara.. .segitu banyaknya yg sakit dmn aja y... ga jelas,negatif,-1
765,sebelum lockdown.. selesaikan dulu kasus bansos.. biar duit korupsinya bisa di beli beras dulu..,positif,1
766,"pemerintah ini kerjanya apa sih, apa gak mikirin keselamatan rakyatnya",negatif,-1
767,Gw takut dana nya menyeleweng ke orang yg salah,positif,1
768,Moga rakyat nya di. kasih sehat  agar bisa cari makan di tengah wabah corona... moga rakyat miskin g tertular corona saat cari makan di tengan wabah corona,netral,0
769,gimana mau lepas masker.. alat test bekas juga di sulap jd baru..,negatif,-1
770,gak sekalian toko2 mall di lockdown juga pak „ biar aman,positif,1
771,"ga adil,,,, kl warung kecil disini ga dapet, secara kl sekitar wrga dapet kan warungnya jd sepi ,omzet menurun,,,, lah kl bgtu, kasian jg yg pnya warung ,mereka ngandelin uang kan dr wrga sekitar,,,, gmn itu, kl bantuan ga smua wrganya dpt",negatif,-1
772,moga2 gk ada yg mau korupsi nih dana,positif,1
773,STEAM WALLET KOK GAK DI GRATISIN !!????,netral,0
774,"Yg bisa di cegah itu penyakit cacingan, buat aturan seketat apapun tidak akan buat hilang pedemi ini.",negatif,-1
775,Tutup total semua penerbangan lebih baik...,positif,1
776,Mana bantuan nya jangan ngomong doang gue belum dapat. ane asli Betawi,negatif,-1
777,"terima kasih Bu Sri udah perhati kan RAKYAT nya , Semoga corona virus segera teratasi Amin",netral,0
778,Repot .!untuk orang miskin kayak saya yang kerjanya serabutan.....,negatif,-1
779,"urutan negara teratas yg tertular copid gk yakin gw sama sarannya, secara logika yg sudah di vaksin memang lebih kebal terhadap virus, tapi yg sudah di vaksin belum tentu juga gk bisa menularkan copid jika tertular ke org yg belum di vaksin",netral,0
780,ayo segera lockdown pak untuk mengurangi angka penyebaran,positif,1
781,Di Indonesia masih blm normal soalnya banyak jenis virus corona menumpuk di indo jadi gak selesai selesai ,netral,0
782,"Baik kalau belum Lockdown, tetapi apa upaya pemerintah utk mengatasi masyarakat yg bandel2 ini????!! ",netral,0
783,Lebih baik pesawat tujuan luar negeri di nonaktifkan sementara biar tidak menyebar dan dikasih video cara menjaga lingkungan bumi juga. Jangan! cuma cara menjaga protokol kesehatan ,negatif,-1
784,"MANA? WACANA doang ini pemerintah, dananya lenyap di makan orang kaya",negatif,-1
785,"Judulnya kurang, saya tambahi :
KPK di kriminalisasi, aktivis anti korupsi di teror pihak ""misterius""",netral,0
786,"Keponakan saya dapat PKH  uang nya , 3 bulan cuma dapat 200000",negatif,-1
787,Jgn Rakyat Mulu yg di obok2 Dong.,negatif,-1
788,"Para kader partai pada kemana, giliran kampaye aja bagi2 kaos sama spanduk.. Skrang ada virus kemana.. Bagi2 masker sama antis lah jika kalian mau di pilih sama rakyat",netral,0
789,nularnya virus ini lewat media apa aja sih,netral,0
790,"Lockdown tapi kebutuhan smp 2 minggu kedepan d tanggung pusat.

Insyaallah turun signifikan.",positif,1
791,Saya selama 2021 belum dapat bantuan apapun. Sebelumnya dapat uang covid.,netral,0
792,saya ga tega sama pemerintah jika di salahkan terus. apalgi ini dollar mau 16ribu.. yg bisa bisa menimbulkan krisis... Semoga pemerintah bisa melalui cobaan ini.. Dan semua rakyat indonesia bersatu mendukung terus apa yg telah di upayakan oleh pemerintah... Demi kebaikan rakyat indonesia semua,positif,1
793,Glontorkan kemana dananya?? Sy tinggal di kosan di daerah graha raya Bintaro.  sampai hari ini Sy belum dapat. Padahal sy perantau dan korban PHK dari pandemi ini.,negatif,-1
794,"PPKM hanya akan menguntungkan pejabat terkait hingga para kades dan bawahan nya
PPKM = PELAN PELAN KALIAN MAMPUS",negatif,-1
795,Semoga amanah dgn anggarannya,positif,1
796,"Corona hoax, jangan mau di tipu sama pemerintah",negatif,-1
797,"Kami tak butuh norma covid-19
Kami butuh makan
Percuma menghindari covid tp kita kelaparan 
Sama saja 
Lebih baik mati terkena covid dari pada mati pelan2 karena kelaparan",negatif,-1
798,strategi pemerintah GAGAL terus!!!,negatif,-1
799,"Selamat berjuang Pak De.
Semua nyinyir, fitnah, hak orang ya tidak nasionalis menambah energi juangmu tuk berbakti kpd ibu pertiwi.",netral,0
800,RAKYAT SUDAH BANYAK BERKORBAN UNTUK KeBIJAKAN PENGUASA... DARI CABUT SUBSIDI... PAJAK DIGALAKkAN... BPJS YANG NAIK TAPI DIBATALKAN KATANYA SIh... NAIK INI ITU... TAPI DALAM KEADAAN RAKYAT SUSAH BeGINI... PeNGUASA MASIH SUSAH BANGET MEMBERI KEBIJAKAN UNTUK RAKYATNYA YG LAGI SUSAH....,negatif,-1
801,"tetap aja solusi pemerintah sudah terlambat, korban meninggal sudah banyak :(",negatif,-1
802,Setelah psbb ada lagi ppkm thn dpn apa lg yah,netral,0
803,pak presiden tutup aja semua penerbangan asing ke Indonesia tutup semua akses dari luar. baik yg dari laut maupun dari darat mumpung blm terlambat ,positif,1
804,"sekarang Solusinya PENCEGAHAN apa pak, hanya omong doang",negatif,-1
805,"Beritanya tolong fokuskan bantuan ke masyarakat yg terdampak, jadi tolong beritanya FOKUS Ke sana, insyaallah komentarnya juga baik…",netral,0
806,Pemerintah harus bisa bijak beri bantuan orang terdampak covid ,netral,0
807,Msa orang mampu dapt bantuan trus orang miskin mlah gk dpt.. Bagaimana ini tanggapan pemerintah,negatif,-1
808,Bodo amat... Bikin aja pandemi 10 thn.,negatif,-1
809,di indo org sakit nya beda di bilang sakit covid lucu ini Indonesia. pembohong semua ini oknum,negatif,-1
810,Pemerintah dan rakyat memiliki kesamaan. Sama sama keras kepala. Pemerintah diusulkan lockdown malah PPKM. Rakyat disuruh di rumah malah mudik wkwkwk,netral,0
811,Dari dulu memang covid ini konspirasi,netral,0
812,Ngomong apa sih.... Masukan terus aja lho tka cina biar ada pendapatan buat negara......,negatif,-1
813,pemerintah sepertinya gak serius menghadapi virus covid19,negatif,-1
814,"Mungkin.. karna kebanyakan cluster, kli.. âœŒ",netral,0
815,"Jangan lockdown cuks, ga ada kerjaan yang miskin mau makan apa",negatif,-1
816,"solusi pemerintah sama sekali tidak membantu untuk kuli bangunan sama buruh kasar, kami yang kadang dapat uang kadang tidak akan mati kelaparan",negatif,-1
817,DLM  hal DANA apapun tentu saja  seluruh  penggunanya  pada RAKUS  seperti halnya KORUP....,negatif,-1
818,"Apd terbatas, tenaga medis terbatas, tempat  karantina terbatas, mungkin juga anggaran tak memadai.
pemerintah sepertinya tutup mata melihat kondisi indonesia saat ini",negatif,-1
819,"Ambil aja positif nya kalo gak begini, sampe kiamat juga bakalan msih pakai masker kalo gk ada yg mulai, kan kita liat aja apa reaksinya",positif,1
820,"bagus kalau di stop ,biar covid cepat pergi dari nkri ,jadi lahan bisnis ",positif,1
821,"Cara mencegah CORONA itu adalah membiar kan TKA CINA masuk negara ini dgn BEBAS seperti di kendari
Bodoh ya tetap Bodoh jae jae jae",negatif,-1
822,"Alhamdulillah dana pasien covid d stop
Bismillah smg corona lgsg hilang dr muka bumi ini aamiin yarobal'alamin",positif,1
823,"Ayolah kita kerja sama, saling mendukung, bukan berbondong - bondong patuhi pemerintah.
Saling peduli dan mendoakan supaya kita sehat selalu dan tidak merugikan org lain.
Berdoa supaya Indonesia bisa menangani hal ini. Karena pemerintah ga akan bisa bekerja maksimal kalo ga ada kerja sama dari warganya.",positif,1
824,Virus corona ini gak kenal birokrasi... utk antisipasi penularan dan mengurangi beban tim medis...... masyarakat di kelas bawah sudah bergerak lbh cepat drpd pemerintah pusat.... masih saja mereka  disindir genit oleh orang2nya jokowi.. krn tdk menunggu keputusan dr pusat..,negatif,-1
825,"pak kami sudah pengangguran karna di phk perusahan swasta,, kenapa lah sampai skrng gak ada bantuan kepada orang2 yg pengaguran kerna covid 19 kami kluar pada tanggal 25 februari 2020 sampai tanggal 12 agustus 2020,,skrng susah cari kerja karna covid 19 selama sekali gak ada bantuan yg turun sama kami,,,, kami sana sini cari mkn aja susah lihat anak istri gak pernah megang uang,,,,",negatif,-1
826, akibat lockdown akan lebih banyak yang mati kelaparan dari pada pasien corona...,negatif,-1
827,"Isoman di rumah aja, heran gw.. asal prokes nya bener, isoman di rumah masing2.. buang2 anggaran aja",negatif,-1
828,Dari dulu bantuan2 tapi tidak ada yg sampai. malah orang2 yg kaya di daerah saya yg dapat,negatif,-1
829,Hanya pohon lah yg mampu menghancurkan virus ini. salah satu fungsi pohon adalah menyaring udara yg kotor,netral,0
830,Yg perlu kita sesali itu kenapa pemimpin kita harus jokowi dan kenapa harus PDIP yg berkuasa pdahal kita tau tanpa china PDIP tidak mungkin menjadi partai besar dan tanpa komunis maka PDIP sepi pengikut.,negatif,-1
831,Pengawasan dan sistem nya gimana utk dana tsb bu agar tepat sasaran dan tdk ada penyelewengan oleh oknum2. ,positif,1
832,"Seharusnya untuk mengatasi  penularan CoVID 19 CORONA marilah kita menggunakan pikiran LOGIKA NYATA lebih dulu dan menomor duakan  pikiran RELiGIUS kemudian , agar supaya penanganan  menghindari penularan virus Corona bisa berjalan EFEKTIF lebih cepat, ",positif,1
833,"Sebentar lagi puasa, sebentar lagi lebaran... Akankah suasananya begini lagi masihkah diganggu oleh covid-19",netral,0
834,"Sudah terlambat penanganan pemerintah, rakyat sudah semakin menderita",negatif,-1
835,gak akan NEW NORMAL kalau pemerintahnya gak tegas gini,negatif,-1
836,bohong sampai sekarang kami wilayah bogor tidak menerima apa pun bantuan sembako atau pun blt,negatif,-1
837,Perang sama virus corona  seluruh dunia optimis manusia pasti menang,netral,0
838,"Nggak jelas ujungnya, tp dilindungi Perpu imunitas..",negatif,-1
839,RT RW suka ngambil sembako berlebihan buat pribadi. Gak yang diatas gak yang dibawah sama sama korupsi,negatif,-1
840,YDTBUSY: YA DAK TAU BUKAN URUSAN SAYA ,netral,0
841,"Maaf mbak, kami bukan sanggah dgn berita ini hoax atau beneran, muncul kata sya nih karna semua bantuan itu sama sekali kami GK dapat, jgnkn sembako atau uang, listrik gratis saja kmi GK dpt Krn listrik negara GK sampe di pedesa'an kami, kami GK tau drmn kmi GK dpt dari cara pembagian atau tertahan di tengah jalan, klu kta sya nih salah silahkan di tuntut tpi sya brkta dgn kebenaran ap adanya aja, klu emang bener ad bantuan org miskin kyak kami mohon di tindak lanjutin untuk disampaikan di pedesa'an seperti kmi kab. nias, kec. ulugawo, desa sisarahili soroma'asi GK dpt apa2, skli LG sy minta maaf klu di perkataan sya ad yg salah,,,,,",negatif,-1
842,SELAMA RAKYAT MSH TDK DISIPLIN KORBAN MASIH TERUS TERUS BERTAMBAH,positif,1
843,Di korban kan rakyat kecil,negatif,-1
844,Hati2 nanti rem blong belum kenyang2 juga nih mafia covid ,netral,0
845,"Hanya sekedar share aja untuk mencegah dan menanggulangin Covid 19. Percaya boleh, tidak pun gak apa - apa.
Kuncinya satu aja : ""Air Hangat"".
1. Mandilah dengan air sehangat mungkin pagi dan sore hari ( atau minimal 1x sehari). Miniman air hangat 20 Ltr.
2. Mimumlah air sehangat mungkin (kali pertama sebanya mungkin) dilanjutin rutin sesering mungkin. (hindari minuman dingin) hingga ""mengeluarkan keringat hangat"".

Semoga bermanfaat.",netral,0
846,Habis di korupsi kali... ,negatif,-1
847,Kurang itu buk seharusnya proyek infrastruktur untuk kementrian PU dan proyek APBN dan APBD dikurangi dan dana itu digelontorkan untuk biaya penanggulangan virus corona sehingga daerah daerah yang rawan bisa di lockdown karna hanya 1 triliun saya rasa jauh dari kurang,negatif,-1
848,Pemerintah. mati karna kelaparan akibat lockdown gpp. asal gak mati karna covid19.,negatif,-1
849,"Maaf nak tanya , wakil presiden kita mna ya , kok tak pernah nampak pun",netral,0
850,"Usul Pak untuk pecegahan virus korona seharusnya di tindak lanjuti di semua Bandara, setiap pendatang yg dari luar Negeri ke Indonesia entah itu mau liburan/ berkunjung dll sebagainya itu orang2 harus di cek Suhu Panasnya klo terdapat suhu panas tinggi di mohon untuk di dampingi  untuk cek kesehatan di rumah sakit, supaya jelas suhu tinggi di akibatkan kena firus corona apa gak, klo jelas kena firus korona harap di Isolasi supaya firus korona tidak menyebar ke orang2 yg di sekitar. ",positif,1
851,"Gua heran aja di india orang banyak yg bergelimpangan di jalan... Justru knpa di indonesia orang sehat orang jalan di tusuk"" hidungnya....",negatif,-1
852,Beritanya yg parah,netral,0
853,Daerah kami gak pernah d periksa gak ada alatnya,netral,0
854,"Lbih banyak korban yg mati gantung diri ,stres, klaparan, gila.
Gara2 lockdown dri pada yg terkena virus.",negatif,-1
